#Complex	IC50	 E_elec	 E_vdw	 E_gbsa	 MD_sasa	 MD_h1	 MD_h2	 MD_h3	 IC_AA	 IC_PP	 IC_CC	 IC_AP	 IC_CP	 IC_AC	 ENM_EXP	 ENM_R6	 RFCB	 RFHA	 ZRANK	 ZRANKr	 DFIRE	 prodigy	 NIS_A	 NIS_C	 foldx
1006_11_C3_1601__3BNC117	0.03509	-1280.163246	-422.044554	1498.026826	-27.980394	16.166667	13.833333	-2.314753	11.833333	9.166667	14.333333	33.500000	20.333333	14.833333	90.466573	229.121045	24.345167	-189.498000	-187.771500	-557.241333	-16.386653	-22.885667	41.791667	18.331667	-10.280792
1012_11_TC21_3257__3BNC117	0.02154	-1724.190586	-453.347898	1962.443018	-30.198441	17.500000	15.166667	-2.453064	13.500000	9.166667	16.666667	29.666667	20.000000	22.166667	98.116099	238.467857	27.679333	-96.521667	-225.734333	-621.688500	-17.153769	-22.925167	41.871667	19.171667	-11.257680
1054_07_TC4_1499__3BNC117	0.08756	-2228.616051	-414.499589	2482.759420	-27.621450	14.500000	12.000000	-1.731455	13.666667	8.333333	13.000000	29.666667	19.500000	17.000000	91.919577	233.343937	23.172500	-159.658333	-186.680500	-547.485000	-16.710133	-21.623500	41.570000	18.861667	-7.991735
1056_10_TA11_1826__3BNC117	0.26721	-1143.830535	-440.470932	1408.541542	-27.544479	14.500000	12.500000	-2.247757	14.833333	10.000000	12.833333	30.333333	16.833333	15.166667	94.165230	235.173318	23.870500	-144.468333	-173.216167	-520.845500	-16.664455	-20.991333	39.731667	20.503333	-11.710953
1107356_07__3BNC117	0.528	-1757.235410	-428.002785	1972.889038	-28.817754	16.000000	13.666667	-1.954529	13.000000	9.166667	14.666667	28.833333	20.333333	16.666667	91.885861	230.103349	22.462000	-304.852500	-211.855000	-640.828833	-18.240873	-21.186833	40.895000	19.635000	-10.982755
1143465_14__3BNC117	0.028	-1925.408061	-433.923456	2143.828140	-27.929886	15.500000	13.833333	-2.130488	14.500000	8.333333	15.500000	30.666667	18.000000	16.166667	94.632433	232.215637	22.516333	-184.373833	-191.653000	-565.501833	-16.936543	-22.441167	40.805000	19.473333	-12.631510
1170887_08__3BNC117	0.004	-2250.050803	-426.147386	2430.972785	-27.391177	15.833333	14.000000	-0.848679	16.333333	9.500000	14.666667	30.000000	19.166667	18.833333	90.720141	229.316917	27.131167	-297.495167	-211.438500	-630.629333	-17.909247	-21.813500	41.935000	19.716667	-13.015850
1245045__3BNC117	3.298	-2308.912247	-472.181888	2544.313620	-29.257526	14.666667	12.500000	-1.768005	14.166667	8.166667	16.500000	31.500000	20.166667	15.333333	94.198670	235.651993	23.068667	-308.349500	-226.000667	-698.388333	-17.708001	-22.896833	40.413333	20.076667	-15.394233
16055_2_3__3BNC117	4.17584	-1704.373621	-432.740250	1910.639650	-28.356093	15.000000	13.500000	-2.541239	15.166667	2.500000	13.666667	33.833333	18.333333	16.666667	90.342153	229.438331	24.196500	-233.444500	-215.094833	-611.383667	-16.446566	-25.892667	40.575000	19.940000	-13.451450
16845_2_22__3BNC117	30.21954	-2978.238981	-465.711252	3201.800013	-28.617039	16.500000	14.166667	-1.809891	15.166667	11.833333	14.166667	32.500000	18.333333	14.500000	94.157580	236.492951	24.652000	-202.410000	-226.322833	-653.423667	-17.231309	-21.420500	39.625000	20.318333	-13.563400
16936_2_21__3BNC117	0.059	-1293.199419	-453.636536	1584.354706	-29.053613	13.333333	11.833333	-2.015966	14.500000	5.666667	15.166667	30.833333	17.333333	19.500000	90.795767	227.752188	22.459333	-185.516833	-202.308000	-635.215000	-16.893158	-24.249333	39.836667	20.173333	-13.036210
1811_B3_23__3BNC117	0.84	-1593.378246	-453.807809	1834.010969	-28.108023	14.333333	12.833333	-1.635117	17.000000	10.333333	11.000000	35.333333	21.166667	12.333333	94.067835	229.511287	23.122167	-239.617833	-197.887000	-597.007667	-18.145242	-21.923500	42.430000	18.953333	-11.884050
18814602_H8_F3__3BNC117	0.007	-1050.500899	-428.737410	1300.064550	-26.894112	13.500000	12.000000	-2.300156	19.666667	8.500000	12.166667	29.500000	16.333333	18.500000	94.212310	234.322551	20.816167	-234.230667	-195.231667	-579.127333	-17.072109	-21.730667	40.728333	19.233333	-11.419885
191084_B7_19__3BNC117	0.06649	-486.187488	-456.933871	771.993493	-28.971390	12.833333	12.000000	-2.165980	16.000000	8.000000	15.000000	30.666667	18.000000	16.833333	94.319177	231.783955	24.675167	-190.406667	-209.316000	-619.922167	-16.573633	-22.638333	40.563333	19.598333	-12.323833
19157834_V1__3BNC117	0.041	-1020.703332	-432.318471	1238.424461	-27.577975	14.666667	13.166667	-2.016312	15.166667	9.000000	12.666667	33.333333	18.166667	15.833333	94.463744	229.792111	22.365167	-287.676833	-207.223167	-651.427500	-16.997232	-22.832667	41.253333	18.531667	-15.082483
191821_E6_1__3BNC117	0.11015	-1153.555685	-452.161208	1395.719287	-28.972460	16.500000	14.833333	-3.225164	12.666667	10.500000	13.500000	32.000000	21.166667	15.833333	94.183051	228.082323	23.034333	-318.022333	-188.397500	-605.424333	-18.239978	-21.827500	40.421667	19.446667	-11.569190
19252094_A5_G2__3BNC117	5.147	-1627.642892	-498.821532	1936.181671	-29.590197	11.500000	9.666667	-1.934021	20.000000	3.166667	13.666667	37.333333	18.333333	16.500000	94.355681	228.964990	23.505667	-205.298333	-217.429167	-672.734833	-18.055424	-27.108167	41.080000	19.813333	-14.495000
19314479_A2_5__3BNC117	0.046	-2548.058081	-463.585170	2790.103108	-30.261511	17.166667	14.166667	-1.830063	14.500000	7.666667	16.000000	32.166667	20.166667	20.000000	96.539746	230.947256	30.953333	-28.744833	-220.721833	-586.806500	-16.873898	-24.213167	39.720000	21.166667	-11.888427
19707346_E8_C6__3BNC117	19.801	-1328.325246	-428.163243	1583.182700	-26.558170	13.000000	11.166667	-1.521464	15.166667	9.333333	10.500000	30.833333	19.166667	14.000000	94.832871	229.367271	25.249500	-216.469667	-165.886667	-535.398000	-16.389031	-20.763333	40.908333	19.201667	-9.243642
20198102_E9_G1__3BNC117	0.366	-1591.389279	-450.637831	1866.270958	-28.304902	14.333333	11.166667	-2.170237	16.666667	9.500000	12.333333	31.000000	18.166667	16.500000	94.373754	231.041008	21.411167	-176.555500	-184.327333	-552.537333	-17.015366	-21.419833	41.968333	19.226667	-8.044810
20258279_V2__3BNC117	0.303	-1163.710831	-455.705015	1475.618405	-27.731509	13.000000	11.166667	-1.949453	13.333333	8.166667	14.666667	30.833333	18.333333	19.333333	92.277836	234.303666	23.885833	-144.870500	-213.740833	-615.436333	-16.094758	-23.066500	40.951667	19.218333	-10.284868
20286961_C1_H8__3BNC117	0.13	-1220.221434	-460.970905	1514.495291	-29.343390	15.333333	12.833333	-1.296305	17.000000	13.500000	12.833333	28.000000	17.666667	19.500000	94.721153	233.260346	27.748667	-170.879500	-198.967833	-594.359333	-17.221266	-19.162167	41.276667	20.351667	-13.582567
20355851_20__3BNC117	0.175	-1454.345444	-474.860772	1721.727505	-29.266867	14.000000	12.000000	-2.746857	19.833333	6.666667	13.666667	40.166667	19.000000	14.166667	96.498612	238.420583	23.057833	-243.405667	-216.814000	-622.533833	-18.124630	-26.772667	41.298333	17.951667	-11.451837
20358510_01__3BNC117	0.192	-984.962585	-485.668305	1336.841462	-30.289804	13.833333	12.000000	-1.766637	11.333333	12.500000	14.500000	33.000000	23.166667	16.666667	97.454346	240.601802	22.604167	-79.893167	-150.051000	-493.510667	-16.541583	-21.812167	40.181667	20.073333	-11.579290
20803520__3BNC117	0.335	-1499.521527	-462.445638	1793.067768	-28.570952	13.833333	11.833333	-1.044617	15.666667	14.333333	11.666667	31.833333	18.500000	15.166667	94.326613	237.456775	19.300000	-279.182667	-205.045833	-543.006667	-17.941320	-19.618167	42.805000	17.328333	-12.119425
20883229_C9_H6__3BNC117	18.336	-2145.977347	-444.571450	2422.018511	-27.865150	13.333333	11.500000	-2.559865	14.333333	9.500000	13.000000	29.500000	19.333333	13.666667	94.010208	232.175646	23.023833	-180.666833	-182.093333	-537.528167	-16.611531	-20.637500	40.128333	19.263333	-10.250057
20965238__3BNC117	0.157	-1758.288859	-446.097702	2015.509276	-27.489497	14.500000	12.666667	-2.114772	15.333333	7.833333	12.333333	30.833333	20.000000	16.833333	94.136697	233.643423	23.572833	-147.801833	-181.593833	-540.711167	-16.452567	-22.250167	40.206667	20.263333	-12.838682
211_9__3BNC117	0.34595	-877.787608	-491.055554	1174.967607	-29.934331	14.333333	12.333333	-1.763163	16.000000	9.166667	14.500000	32.833333	23.500000	14.333333	94.659341	233.171222	26.703167	-224.537667	-223.878333	-651.817167	-17.739328	-22.661167	39.878333	19.858333	-12.862650
21203310_G7_C3__3BNC117	5.812	-1583.829146	-478.257811	1878.030856	-29.574128	12.833333	12.000000	-2.207809	16.500000	7.666667	16.666667	32.333333	16.000000	18.666667	95.827197	231.703198	25.532500	-149.464500	-222.520000	-657.389000	-17.795385	-23.972500	42.321667	18.918333	-11.892507
21261106_C12_H2__3BNC117	1.073	-164.312471	-417.896207	439.387687	-26.838484	13.333333	12.500000	-2.559825	14.000000	8.500000	10.500000	27.166667	20.333333	17.333333	94.332830	228.390475	18.431667	-210.259000	-195.659500	-531.223667	-16.658307	-19.959667	41.395000	19.518333	-12.767682
21283649__3BNC117	0.165	-871.992425	-416.648081	1160.827883	-26.513453	12.333333	10.333333	-1.960434	15.333333	8.333333	9.666667	28.500000	18.000000	16.166667	90.726792	229.744535	21.532833	-185.718167	-161.192500	-512.979500	-15.929384	-20.441333	40.898333	18.726667	-8.876113
21369737_G11_F2__3BNC117	1.025	-1141.036372	-476.388595	1454.561695	-29.173948	15.166667	13.000000	-2.700180	15.000000	7.166667	14.000000	35.333333	21.333333	15.833333	98.201718	239.770930	26.096167	-141.156167	-191.268000	-560.952833	-17.425809	-24.423500	40.405000	21.750000	-12.159148
21399975_E2_B3__3BNC117	15.496	-2199.353407	-458.281673	2415.235779	-28.147650	16.166667	14.666667	-2.273911	15.000000	8.166667	14.500000	29.333333	19.166667	20.166667	94.461838	228.160178	25.764167	-170.134500	-193.200500	-608.847333	-17.331212	-22.458833	40.688333	20.025000	-14.141730
21492713_B11_E3__3BNC117	0.089	-1524.128306	-446.294214	1781.354623	-27.994068	15.500000	13.833333	-2.293691	14.666667	8.833333	14.500000	31.500000	17.666667	16.166667	94.306437	232.670985	18.674167	-255.533833	-199.672667	-622.532167	-17.567530	-22.749500	38.946667	19.700000	-13.347083
21502011_F12_E2__3BNC117	1.582	-1333.735605	-480.655704	1609.388407	-29.552853	15.500000	13.500000	-1.840703	14.666667	11.333333	11.666667	35.000000	22.000000	14.500000	94.163600	233.961420	23.009500	-183.775667	-203.012000	-608.431500	-17.642926	-22.315333	40.170000	19.300000	-14.035600
21561324_D3_B5__3BNC117	6.983	-1333.485068	-458.346182	1576.367062	-28.806084	15.333333	13.833333	-1.882126	12.166667	10.833333	14.500000	30.833333	21.500000	14.500000	90.542777	221.620831	22.871667	-219.382500	-206.216667	-629.103167	-17.576810	-20.849833	41.336667	19.951667	-13.502878
231965_C1__3BNC117	0.04235	-2133.964867	-456.877981	2386.738853	-28.214851	15.333333	13.000000	-2.357356	12.000000	10.500000	13.833333	30.000000	21.666667	17.500000	94.466595	234.049740	21.747000	-205.274167	-202.547167	-593.382833	-17.319742	-21.055500	42.723333	18.228333	-10.995652
231966_C2__3BNC117	0.21789	-676.460037	-441.327785	946.608477	-27.637894	11.333333	10.333333	-1.876231	17.333333	7.166667	12.166667	34.500000	20.333333	12.000000	94.461247	234.021987	25.940667	-166.393833	-189.657667	-561.832167	-16.206495	-23.031167	42.460000	18.251667	-8.563065
235_47__3BNC117	0.02515	-587.519200	-443.755466	884.015882	-27.447514	13.833333	11.833333	-2.618713	12.333333	11.666667	10.500000	32.833333	21.333333	12.500000	91.855054	229.025380	24.303333	-159.044500	-185.239667	-532.950833	-15.436724	-20.659333	39.738333	19.320000	-10.855872
246_F3_C10_2__3BNC117	0.09749	-523.308415	-437.909831	781.572560	-27.969793	14.500000	13.000000	-1.439611	13.833333	9.666667	13.333333	31.000000	16.833333	15.333333	94.395390	229.301832	22.780000	-228.754333	-189.777167	-588.357000	-16.921037	-21.626500	40.485000	18.945000	-12.043910
247_23__3BNC117	0.028	-1416.318970	-427.182155	1657.903937	-27.095280	14.833333	12.166667	-1.531871	13.833333	11.000000	11.333333	30.500000	19.000000	15.500000	91.894533	227.723447	18.055667	-308.257000	-212.070167	-641.611667	-16.819971	-20.268667	41.280000	19.781667	-12.929608
249M_B10__3BNC117	0.08387	-863.820222	-433.039874	1102.799731	-27.411878	15.166667	13.333333	-1.854294	15.500000	8.833333	13.833333	31.500000	15.833333	18.000000	94.226873	229.272972	19.007333	-278.729333	-198.086000	-613.579000	-17.217516	-22.922167	38.831667	20.351667	-13.721230
25710_2_43__3BNC117	0.13983	-455.722930	-443.669840	717.740163	-27.992441	13.666667	12.000000	-2.035589	15.500000	7.833333	14.166667	34.166667	17.666667	14.833333	94.099878	230.001295	18.825167	-172.085833	-197.030167	-582.157333	-16.720661	-23.637000	40.386667	20.530000	-12.331000
25925_2_22__3BNC117	0.136	-1274.627007	-437.634052	1552.933015	-28.568146	13.500000	11.833333	-1.920390	15.166667	5.833333	14.333333	31.166667	18.833333	17.000000	91.899424	229.849760	24.875333	-260.371833	-219.458167	-655.667333	-17.356433	-23.584500	40.971667	19.306667	-13.630917
26191_2_48__3BNC117	0.043	-2244.261144	-460.615575	2453.562858	-29.271540	16.666667	14.500000	-2.396317	15.500000	7.166667	15.666667	34.166667	19.166667	16.500000	94.721204	228.271434	22.334667	-273.886167	-251.562167	-744.306333	-17.988976	-24.495500	40.900000	19.980000	-16.323902
263_8__3BNC117	0.02978	-1177.392343	-452.970086	1403.345214	-28.816439	16.166667	13.666667	-2.086166	15.500000	7.833333	13.166667	33.833333	20.166667	14.833333	93.814922	234.881399	24.589500	-213.685000	-204.024333	-591.104167	-16.959894	-23.752333	39.123333	18.938333	-14.324117
269_12__3BNC117	0.151	-882.144258	-459.514533	1167.683158	-28.407185	15.500000	12.666667	-1.856318	14.333333	8.500000	13.000000	31.333333	20.166667	16.166667	91.892529	229.699119	23.991333	-206.893167	-209.108167	-590.799667	-16.805803	-22.348167	41.285000	17.791667	-10.989073
2759058_F10_B6__3BNC117	1.141	-1373.441356	-473.416053	1633.565377	-29.070314	15.666667	12.833333	-2.033285	15.000000	10.500000	12.333333	32.000000	20.833333	16.666667	94.077341	229.898270	21.389167	-305.987000	-209.789000	-639.886500	-18.082759	-21.769500	40.298333	19.641667	-13.112433
2768732_C5_16__3BNC117	0.304	-1681.783325	-441.498826	1964.132808	-27.624639	15.166667	13.166667	-2.102208	11.666667	10.333333	13.000000	31.333333	18.166667	15.500000	94.246152	231.555550	20.058833	-169.789667	-190.836167	-563.350167	-16.192154	-21.323833	41.011667	19.410000	-12.526100
2833264__3BNC117	0.707	-868.268340	-423.294397	1102.749976	-27.857012	15.333333	12.833333	-2.456899	17.500000	7.166667	15.500000	29.333333	16.500000	18.166667	92.103198	230.583287	25.754833	-175.027000	-183.646833	-553.232167	-17.042239	-22.663167	41.283333	19.050000	-8.040592
286_36__3BNC117	0.067	-1652.472537	-425.226649	1897.125526	-27.700985	14.666667	12.666667	-1.888117	14.333333	8.500000	12.500000	32.166667	17.500000	15.833333	90.477986	224.932038	19.627500	-249.819833	-214.601833	-630.142500	-17.211719	-22.292833	40.948333	20.211667	-13.733000
2865_A11_12__3BNC117	0.268	-1470.865890	-453.510861	1709.229761	-28.897687	17.666667	14.000000	-1.763845	15.000000	9.166667	15.000000	30.166667	21.000000	16.166667	94.268307	232.050365	23.687333	-182.694167	-195.360167	-576.874500	-17.690966	-21.981667	39.465000	19.921667	-12.422550
2869751_A4_D3__3BNC117	0.141	-1261.680170	-437.494457	1522.584930	-28.148029	14.500000	13.000000	-2.491282	14.000000	8.166667	12.166667	31.166667	17.833333	18.500000	90.562653	230.628819	20.647000	-137.121500	-186.128167	-533.105167	-16.724210	-22.464500	41.160000	19.753333	-9.664093
288_38__3BNC117	0.063	-1026.782999	-418.050892	1307.638984	-27.491315	12.166667	10.500000	-1.544154	13.166667	9.166667	13.666667	34.500000	19.500000	13.166667	91.921979	231.588280	23.660833	-181.947167	-195.385500	-573.773500	-16.438141	-22.950333	40.593333	19.440000	-9.712033
2891391_A2_E1__3BNC117	1.736	-1563.586347	-438.259326	1799.219174	-28.841479	15.666667	13.666667	-1.707855	13.333333	9.333333	13.500000	33.000000	21.833333	13.500000	94.627780	230.406006	23.927833	-182.438833	-207.140667	-591.089333	-16.974127	-22.072667	41.201667	19.825000	-11.171607
2969249__3BNC117	0.64	-1486.083377	-455.314570	1719.944474	-28.443752	15.000000	13.166667	-2.155579	15.500000	8.666667	12.833333	32.666667	20.166667	13.000000	94.226547	231.971236	19.596833	-308.146000	-229.062500	-670.802500	-18.487704	-21.908833	41.808333	19.350000	-16.342333
3016_V5_C45__3BNC117	0.80392	-295.271464	-425.549975	621.359945	-27.019471	11.666667	9.333333	-2.176081	15.000000	7.333333	10.166667	35.333333	17.000000	12.666667	90.405028	228.324336	20.006833	-218.140000	-161.460500	-505.771333	-16.327873	-23.062333	41.440000	19.893333	-10.083938
304_F2_1_11__3BNC117	0.655	-2388.497672	-452.202344	2611.074493	-28.840211	16.166667	14.333333	-1.671529	14.333333	7.166667	17.166667	28.500000	20.333333	16.833333	94.313566	232.371335	23.513167	-238.680333	-198.423333	-608.898333	-18.146527	-22.325500	40.453333	20.228333	-12.360855
3103_V3_C10__3BNC117	0.27029	-668.679344	-457.216169	938.792026	-28.851143	15.500000	13.333333	-1.892583	15.333333	10.333333	14.333333	28.666667	20.666667	18.500000	95.374680	233.721227	22.551833	-248.263000	-193.196500	-602.278333	-17.648226	-21.465833	38.565000	19.110000	-13.480950
3168_V4_C10__3BNC117	0.09928	-1960.879096	-438.408162	2198.392288	-28.321612	14.833333	13.000000	-1.786835	14.500000	8.333333	16.000000	28.833333	18.500000	17.166667	94.417726	232.427089	23.949833	-176.606167	-208.107167	-601.064500	-17.326257	-22.079667	39.295000	20.248333	-12.165278
3301_V1_C24__3BNC117	0.03195	-1902.395154	-408.934775	2132.130367	-27.079917	15.166667	12.500000	-2.347254	14.333333	8.166667	15.500000	30.666667	15.666667	15.666667	91.948244	227.407869	21.662000	-241.882000	-190.259833	-603.436000	-16.701776	-22.306500	40.215000	20.990000	-10.407115
3305_BM_C1__3BNC117	0.95	-1857.457295	-496.107363	2110.829034	-31.023759	16.333333	15.500000	-2.317668	12.666667	10.833333	12.833333	38.666667	21.166667	16.166667	100.052797	241.576418	20.668500	-250.297833	-245.188333	-688.851000	-18.455566	-24.625500	40.605000	19.448333	-15.840200
3305_BM_C11__3BNC117	0.46	-1896.031992	-458.530372	2132.627422	-29.297998	14.500000	12.666667	-2.229594	14.166667	10.500000	13.666667	35.500000	20.000000	13.833333	94.164040	236.126759	22.152500	-238.143833	-210.329000	-645.710167	-17.884968	-23.027833	39.995000	20.153333	-13.457983
3305_BM_C9__3BNC117	0.49	-1602.660575	-478.819741	1885.982183	-29.710931	14.833333	13.833333	-1.664474	13.000000	10.166667	11.333333	36.000000	21.666667	13.833333	98.797830	240.778724	20.769833	-243.815000	-222.376000	-646.802667	-17.607292	-22.895167	40.348333	20.026667	-15.460500
3305_BM_F4__3BNC117	1.14	-2071.757523	-425.127737	2332.296780	-27.285734	12.166667	10.666667	-1.721003	14.666667	9.000000	13.500000	31.833333	17.333333	15.000000	92.229286	231.969302	20.929667	-282.860000	-201.461833	-614.619667	-16.712178	-22.114333	41.370000	18.585000	-9.854410
3305_BM_F6__3BNC117	0.87	-1755.346087	-495.119481	2029.134638	-30.801286	15.333333	13.666667	-1.534744	12.500000	10.333333	13.333333	35.166667	22.500000	15.666667	98.635498	241.478870	23.363833	-208.541333	-249.996667	-702.407167	-18.499090	-23.086500	41.426667	19.368333	-13.891250
3312_D6_2__3BNC117	0.828	-1270.914361	-470.069966	1552.741685	-30.107730	15.500000	12.666667	-2.250590	14.666667	10.000000	13.500000	29.500000	19.333333	19.333333	98.864943	236.823830	20.830500	-336.434167	-208.951333	-631.427500	-18.150277	-21.568667	40.441667	19.575000	-14.787850
3326_V4_C3__3BNC117	48.1	-1682.728168	-459.248795	1937.424956	-27.804817	12.333333	11.333333	-2.722565	14.000000	5.500000	11.666667	37.500000	21.833333	10.833333	87.763656	225.125524	19.100500	-261.587000	-209.704000	-605.979500	-17.539375	-24.742333	42.286667	18.295000	-11.666727
3337_V2_C6__3BNC117	0.008	-1881.340979	-443.284280	2100.118413	-27.359196	15.666667	12.500000	-2.066518	15.000000	8.833333	13.166667	35.333333	18.000000	13.000000	92.763268	224.848562	22.054667	-266.701500	-234.984333	-666.557167	-17.080106	-23.329000	40.885000	19.055000	-11.125857
